"","Borough","Neighborhood","ZipCode","Year","NewBusinesses","TotalNewBiz","MedianPrice","PriceChange"
"1","Bronx","Bronx Park and Fordham","10467",2008,5,59,334200,-0.117040951122853
"2","Bronx","Bronx Park and Fordham","10467",2009,4,61,296100,-0.217701453104359
"3","Bronx","Bronx Park and Fordham","10467",2010,4,69,289000,-0.236459709379128
"4","Bronx","Bronx Park and Fordham","10467",2011,6,80,284600,-0.248084544253633
"5","Bronx","Bronx Park and Fordham","10467",2012,5,80,266600,-0.295640686922061
"6","Bronx","Bronx Park and Fordham","10467",2013,7,100,311100,-0.178071334214003
"7","Bronx","Bronx Park and Fordham","10467",2014,11,166,310300,-0.180184940554822
"8","Bronx","Bronx Park and Fordham","10467",2015,16,203,337000,-0.109643328929987
"9","Bronx","Bronx Park and Fordham","10467",2016,13,191,356400,-0.0583883751651255
"10","Bronx","Bronx Park and Fordham","10467",2017,12,208,383800,0.014002642007926
"11","Bronx","Kingsbridge and Riverdale","10463",2008,3,54,547700,-0.0537318590186593
"12","Bronx","Kingsbridge and Riverdale","10463",2009,3,61,500500,-0.135279889426399
"13","Bronx","Kingsbridge and Riverdale","10463",2010,6,64,449400,-0.22356599861783
"14","Bronx","Kingsbridge and Riverdale","10463",2011,4,71,470400,-0.18728403593642
"15","Bronx","Kingsbridge and Riverdale","10463",2012,13,85,471200,-0.185901865929509
"16","Bronx","Kingsbridge and Riverdale","10463",2013,8,119,467600,-0.192121630960608
"17","Bronx","Kingsbridge and Riverdale","10463",2014,13,127,518300,-0.104526606772633
"18","Bronx","Kingsbridge and Riverdale","10463",2015,14,123,539300,-0.0682446440912232
"19","Bronx","Kingsbridge and Riverdale","10463",2016,15,144,597400,0.0321354526606772
"20","Bronx","Kingsbridge and Riverdale","10463",2017,9,185,647600,0.118866620594333
"21","Bronx","Kingsbridge and Riverdale","10471",2008,1,24,811400,-0.0914791176799911
"22","Bronx","Kingsbridge and Riverdale","10471",2009,2,24,755900,-0.153622214757586
"23","Bronx","Kingsbridge and Riverdale","10471",2010,6,34,694600,-0.22225954540365
"24","Bronx","Kingsbridge and Riverdale","10471",2011,3,45,741800,-0.169409920501624
"25","Bronx","Kingsbridge and Riverdale","10471",2012,2,45,760600,-0.14835964617624
"26","Bronx","Kingsbridge and Riverdale","10471",2013,5,51,760400,-0.148583585264808
"27","Bronx","Kingsbridge and Riverdale","10471",2014,2,46,767400,-0.140745717164931
"28","Bronx","Kingsbridge and Riverdale","10471",2015,3,48,822400,-0.079162467808756
"29","Bronx","Kingsbridge and Riverdale","10471",2016,5,58,894000,0.00100772589855569
"30","Bronx","Kingsbridge and Riverdale","10471",2017,8,57,944400,0.0574403762176687
"31","Bronx","Northeast Bronx","10466",2009,4,49,321600,-0.215226939970717
"32","Bronx","Northeast Bronx","10466",2010,7,55,310100,-0.243289409468033
"33","Bronx","Northeast Bronx","10466",2011,5,48,312400,-0.23767691556857
"34","Bronx","Northeast Bronx","10466",2012,3,59,302500,-0.261835041483651
"35","Bronx","Northeast Bronx","10466",2013,4,72,332500,-0.18862859931674
"36","Bronx","Northeast Bronx","10466",2014,5,100,344000,-0.160566129819424
"37","Bronx","Northeast Bronx","10466",2015,14,137,339800,-0.170815031722792
"38","Bronx","Northeast Bronx","10466",2016,13,160,360300,-0.120790629575403
"39","Bronx","Northeast Bronx","10466",2017,16,158,408900,-0.00219619326500731
"40","Bronx","Northeast Bronx","10469",2008,1,42,374500,-0.0945357833655706
"41","Bronx","Northeast Bronx","10469",2009,1,49,342000,-0.173114119922631
"42","Bronx","Northeast Bronx","10469",2010,5,56,324700,-0.214941972920696
"43","Bronx","Northeast Bronx","10469",2011,6,71,324600,-0.215183752417795
"44","Bronx","Northeast Bronx","10469",2012,5,63,315200,-0.237911025145068
"45","Bronx","Northeast Bronx","10469",2013,7,108,340500,-0.17674081237911
"46","Bronx","Northeast Bronx","10469",2014,10,133,366800,-0.113152804642166
"47","Bronx","Northeast Bronx","10469",2015,15,161,368300,-0.109526112185687
"48","Bronx","Northeast Bronx","10469",2016,11,156,386900,-0.0645551257253385
"49","Bronx","Northeast Bronx","10469",2017,10,185,414400,0.0019342359767891
"50","Bronx","Northeast Bronx","10470",2008,1,11,397000,-0.153337598635103
"51","Bronx","Northeast Bronx","10470",2010,5,23,347400,-0.259117082533589
"52","Bronx","Northeast Bronx","10470",2011,3,25,368100,-0.214971209213052
"53","Bronx","Northeast Bronx","10470",2012,1,19,342700,-0.269140541693325
"54","Bronx","Northeast Bronx","10470",2013,1,29,361500,-0.229046705054383
"55","Bronx","Northeast Bronx","10470",2014,1,41,382400,-0.184474301556835
"56","Bronx","Northeast Bronx","10470",2015,3,41,406700,-0.132650885050117
"57","Bronx","Northeast Bronx","10470",2016,3,54,427300,-0.0887182768180849
"58","Bronx","Northeast Bronx","10470",2017,4,57,459900,-0.019193857965451
"59","Bronx","Southeast Bronx","10461",2008,8,66,414700,-0.0982822352685366
"60","Bronx","Southeast Bronx","10461",2009,10,68,384500,-0.16394868449663
"61","Bronx","Southeast Bronx","10461",2010,7,67,359100,-0.219178082191781
"62","Bronx","Southeast Bronx","10461",2011,4,80,367400,-0.201130680582735
"63","Bronx","Southeast Bronx","10461",2012,7,124,345500,-0.248749728201783
"64","Bronx","Southeast Bronx","10461",2013,12,136,379900,-0.173950858882366
"65","Bronx","Southeast Bronx","10461",2014,7,157,397900,-0.134811915633833
"66","Bronx","Southeast Bronx","10461",2015,16,190,409800,-0.108936725375082
"67","Bronx","Southeast Bronx","10461",2016,17,160,443000,-0.0367471189388998
"68","Bronx","Southeast Bronx","10461",2017,11,169,459100,-0.00173950858882366
"69","Bronx","Southeast Bronx","10462",2008,5,70,112700,-0.0174367916303401
"70","Bronx","Southeast Bronx","10462",2009,7,87,105900,-0.076721883173496
"71","Bronx","Southeast Bronx","10462",2010,5,74,94200,-0.178727114210985
"72","Bronx","Southeast Bronx","10462",2011,8,77,97100,-0.153443766346992
"73","Bronx","Southeast Bronx","10462",2012,10,96,87600,-0.236268526591107
"74","Bronx","Southeast Bronx","10462",2013,2,117,90700,-0.20924149956408
"75","Bronx","Southeast Bronx","10462",2014,6,235,99200,-0.135135135135135
"76","Bronx","Southeast Bronx","10462",2015,21,198,105400,-0.081081081081081
"77","Bronx","Southeast Bronx","10462",2016,19,212,120500,0.050566695727986
"78","Bronx","Southeast Bronx","10462",2017,10,207,133500,0.163905841325196
"79","Bronx","Southeast Bronx","10464",2008,1,10,492100,-0.0995425434583714
"80","Bronx","Southeast Bronx","10464",2010,1,2,481400,-0.119121683440073
"81","Bronx","Southeast Bronx","10464",2011,1,11,441100,-0.192863677950595
"82","Bronx","Southeast Bronx","10464",2013,1,12,412200,-0.245745654162855
"83","Bronx","Southeast Bronx","10464",2014,2,12,428900,-0.215187557182068
"84","Bronx","Southeast Bronx","10464",2016,2,15,483600,-0.115096065873742
"85","Bronx","Southeast Bronx","10464",2017,2,20,518600,-0.0510521500457457
"86","Bronx","Southeast Bronx","10465",2008,1,30,408200,-0.0926872638364081
"87","Bronx","Southeast Bronx","10465",2009,4,28,394300,-0.123583018448544
"88","Bronx","Southeast Bronx","10465",2010,3,44,380400,-0.15447877306068
"89","Bronx","Southeast Bronx","10465",2011,4,35,367000,-0.184263169593243
"90","Bronx","Southeast Bronx","10465",2012,4,47,356000,-0.208713047343854
"91","Bronx","Southeast Bronx","10465",2013,3,60,384100,-0.146254723271838
"92","Bronx","Southeast Bronx","10465",2014,9,81,389800,-0.133585241164703
"93","Bronx","Southeast Bronx","10465",2015,10,109,391200,-0.130473438541898
"94","Bronx","Southeast Bronx","10465",2016,2,87,422400,-0.0611246943765281
"95","Bronx","Southeast Bronx","10465",2017,7,101,469800,0.0442320515670149
"96","Bronx","Southeast Bronx","10473",2008,3,23,341900,-0.0776908551389264
"97","Bronx","Southeast Bronx","10473",2009,2,32,312500,-0.157000269759914
"98","Bronx","Southeast Bronx","10473",2010,2,25,306200,-0.173995144321554
"99","Bronx","Southeast Bronx","10473",2011,2,36,308900,-0.166711626652279
"100","Bronx","Southeast Bronx","10473",2012,4,38,284700,-0.231993525762072
"101","Bronx","Southeast Bronx","10473",2013,3,48,323800,-0.126517399514432
"102","Bronx","Southeast Bronx","10473",2014,5,80,312500,-0.157000269759914
"103","Bronx","Southeast Bronx","10473",2015,4,82,279700,-0.245481521445913
"104","Bronx","Southeast Bronx","10473",2016,6,74,339200,-0.0849743728082007
"105","Bronx","Southeast Bronx","10473",2017,4,90,370300,-0.00107903965470735
"106","Brooklyn","Central Brooklyn","11212",2008,3,46,345500,-0.0322128851540616
"107","Brooklyn","Central Brooklyn","11212",2009,2,48,292000,-0.182072829131653
"108","Brooklyn","Central Brooklyn","11212",2010,1,61,292300,-0.181232492997199
"109","Brooklyn","Central Brooklyn","11212",2011,6,64,262000,-0.266106442577031
"110","Brooklyn","Central Brooklyn","11212",2012,3,74,286500,-0.197478991596639
"111","Brooklyn","Central Brooklyn","11212",2013,2,79,283200,-0.20672268907563
"112","Brooklyn","Central Brooklyn","11212",2014,12,158,305100,-0.145378151260504
"113","Brooklyn","Central Brooklyn","11212",2015,11,155,304600,-0.146778711484594
"114","Brooklyn","Central Brooklyn","11212",2016,13,149,347100,-0.0277310924369748
"115","Brooklyn","Central Brooklyn","11212",2017,15,193,412900,0.156582633053221
"116","Brooklyn","Central Brooklyn","11213",2008,6,63,522400,-0.0807672004223121
"117","Brooklyn","Central Brooklyn","11213",2009,5,62,478900,-0.157311279253915
"118","Brooklyn","Central Brooklyn","11213",2010,5,70,457200,-0.19549533696991
"119","Brooklyn","Central Brooklyn","11213",2011,4,80,447000,-0.213443603730424
"120","Brooklyn","Central Brooklyn","11213",2012,12,120,544000,-0.0427591061059299
"121","Brooklyn","Central Brooklyn","11213",2013,15,144,572400,0.0072144993841281
"122","Brooklyn","Central Brooklyn","11213",2014,19,190,631700,0.111560795354566
"123","Brooklyn","Central Brooklyn","11213",2015,25,246,759300,0.336090093260602
"124","Brooklyn","Central Brooklyn","11213",2016,22,255,868600,0.52841808903748
"125","Brooklyn","Central Brooklyn","11213",2017,20,269,870200,0.531233503431286
"126","Brooklyn","Central Brooklyn","11216",2008,7,77,429300,-0.0516898608349901
"127","Brooklyn","Central Brooklyn","11216",2009,10,77,360600,-0.203445990722333
"128","Brooklyn","Central Brooklyn","11216",2010,7,97,385900,-0.147559089905014
"129","Brooklyn","Central Brooklyn","11216",2011,3,99,401500,-0.113099182681688
"130","Brooklyn","Central Brooklyn","11216",2012,13,131,447100,-0.0123702231058096
"131","Brooklyn","Central Brooklyn","11216",2013,8,173,523500,0.156394963552021
"132","Brooklyn","Central Brooklyn","11216",2014,13,234,673200,0.487077534791252
"133","Brooklyn","Central Brooklyn","11216",2015,23,238,757700,0.673735365584272
"134","Brooklyn","Central Brooklyn","11216",2016,11,260,831300,0.836315440689198
"135","Brooklyn","Central Brooklyn","11216",2017,20,312,830600,0.834769162800972
"136","Brooklyn","Central Brooklyn","11238",2008,3,106,555800,-0.00447787927637466
"137","Brooklyn","Central Brooklyn","11238",2009,3,101,538100,-0.0361812645531077
"138","Brooklyn","Central Brooklyn","11238",2010,10,106,489800,-0.122693892172667
"139","Brooklyn","Central Brooklyn","11238",2011,10,128,548300,-0.0179115171054989
"140","Brooklyn","Central Brooklyn","11238",2012,23,167,591500,0.0594662367902561
"141","Brooklyn","Central Brooklyn","11238",2013,19,235,699800,0.253447967042808
"142","Brooklyn","Central Brooklyn","11238",2014,18,267,807000,0.445459430413756
"143","Brooklyn","Central Brooklyn","11238",2015,25,274,907600,0.625649292495074
"144","Brooklyn","Central Brooklyn","11238",2016,19,265,963200,0.725237327601648
"145","Brooklyn","Central Brooklyn","11238",2017,29,291,1010100,0.809242342826437
"146","Brooklyn","Southwest Brooklyn","11209",2008,9,138,651000,-0.0308173291648057
"147","Brooklyn","Southwest Brooklyn","11209",2009,14,152,634800,-0.054935238945958
"148","Brooklyn","Southwest Brooklyn","11209",2010,16,169,612500,-0.0881345838916183
"149","Brooklyn","Southwest Brooklyn","11209",2011,8,133,641100,-0.0455560518088433
"150","Brooklyn","Southwest Brooklyn","11209",2012,14,172,680700,0.0133988387673067
"151","Brooklyn","Southwest Brooklyn","11209",2013,18,252,749700,0.116123269316659
"152","Brooklyn","Southwest Brooklyn","11209",2014,23,285,815900,0.214679172249516
"153","Brooklyn","Southwest Brooklyn","11209",2015,26,361,864800,0.287479529551883
"154","Brooklyn","Southwest Brooklyn","11209",2016,22,311,889300,0.323954146196219
"155","Brooklyn","Southwest Brooklyn","11209",2017,21,315,977100,0.454667262170612
"156","Brooklyn","Southwest Brooklyn","11214",2008,14,117,454200,-0.0253218884120172
"157","Brooklyn","Southwest Brooklyn","11214",2009,11,124,451000,-0.0321888412017167
"158","Brooklyn","Southwest Brooklyn","11214",2010,13,134,445000,-0.0450643776824035
"159","Brooklyn","Southwest Brooklyn","11214",2011,13,159,473700,0.0165236051502147
"160","Brooklyn","Southwest Brooklyn","11214",2012,14,205,477600,0.024892703862661
"161","Brooklyn","Southwest Brooklyn","11214",2013,21,277,491000,0.053648068669528
"162","Brooklyn","Southwest Brooklyn","11214",2014,35,383,550600,0.181545064377682
"163","Brooklyn","Southwest Brooklyn","11214",2015,32,422,594000,0.274678111587983
"164","Brooklyn","Southwest Brooklyn","11214",2016,19,452,621500,0.333690987124464
"165","Brooklyn","Southwest Brooklyn","11214",2017,36,479,668400,0.434334763948498
"166","Brooklyn","Southwest Brooklyn","11228",2008,8,55,585500,-0.0225375626043406
"167","Brooklyn","Southwest Brooklyn","11228",2009,5,88,586400,-0.0210350584307178
"168","Brooklyn","Southwest Brooklyn","11228",2010,18,130,557300,-0.0696160267111853
"169","Brooklyn","Southwest Brooklyn","11228",2011,113,480,594000,-0.00834724540901499
"170","Brooklyn","Southwest Brooklyn","11228",2012,9,290,622100,0.0385642737896494
"171","Brooklyn","Southwest Brooklyn","11228",2013,9,196,666900,0.113355592654424
"172","Brooklyn","Southwest Brooklyn","11228",2014,20,289,740300,0.235893155258765
"173","Brooklyn","Southwest Brooklyn","11228",2015,32,290,825300,0.37779632721202
"174","Brooklyn","Southwest Brooklyn","11228",2016,19,281,847000,0.414023372287145
"175","Brooklyn","Southwest Brooklyn","11228",2017,19,237,885700,0.478631051752922
"176","Brooklyn","Borough Park","11204",2008,6,156,545200,-0.0119608553823849
"177","Brooklyn","Borough Park","11204",2009,17,184,536100,-0.0284523378035521
"178","Brooklyn","Borough Park","11204",2010,22,196,537200,-0.0264588619064878
"179","Brooklyn","Borough Park","11204",2011,35,249,550200,-0.00289960130482059
"180","Brooklyn","Borough Park","11204",2012,39,302,561400,0.0173976078289235
"181","Brooklyn","Borough Park","11204",2013,44,378,633700,0.148423341790504
"182","Brooklyn","Borough Park","11204",2014,55,595,696000,0.261326567596955
"183","Brooklyn","Borough Park","11204",2015,57,594,783000,0.418992388546575
"184","Brooklyn","Borough Park","11204",2016,49,628,821000,0.487857919536064
"185","Brooklyn","Borough Park","11204",2017,58,659,870900,0.578289235230156
"186","Brooklyn","Borough Park","11218",2008,8,144,604500,-0.0320256204963971
"187","Brooklyn","Borough Park","11218",2009,10,128,563700,-0.0973578863090473
"188","Brooklyn","Borough Park","11218",2010,14,142,525300,-0.15884707766213
"189","Brooklyn","Borough Park","11218",2011,22,190,563800,-0.0971977582065653
"190","Brooklyn","Borough Park","11218",2012,19,242,593600,-0.0494795836669335
"191","Brooklyn","Borough Park","11218",2013,10,309,655600,0.0497998398718975
"192","Brooklyn","Borough Park","11218",2014,32,434,729300,0.167814251401121
"193","Brooklyn","Borough Park","11218",2015,26,459,831800,0.331945556445156
"194","Brooklyn","Borough Park","11218",2016,51,532,903800,0.447237790232186
"195","Brooklyn","Borough Park","11218",2017,39,526,942300,0.50888710968775
"196","Brooklyn","Borough Park","11219",2008,24,219,492600,0.0114989733059547
"197","Brooklyn","Borough Park","11219",2009,20,244,489600,0.00533880903490758
"198","Brooklyn","Borough Park","11219",2010,34,300,486200,-0.00164271047227926
"199","Brooklyn","Borough Park","11219",2011,43,391,486800,-0.000410677618069788
"200","Brooklyn","Borough Park","11219",2012,51,481,510200,0.0476386036960985
"201","Brooklyn","Borough Park","11219",2013,70,607,540300,0.109445585215606
"202","Brooklyn","Borough Park","11219",2014,95,970,580200,0.191375770020534
"203","Brooklyn","Borough Park","11219",2015,98,1021,665200,0.365913757700205
"204","Brooklyn","Borough Park","11219",2016,85,938,662900,0.361190965092403
"205","Brooklyn","Borough Park","11219",2017,83,924,763800,0.568377823408624
"206","Brooklyn","Borough Park","11230",2008,25,213,665700,-0.0629222972972973
"207","Brooklyn","Borough Park","11230",2009,13,172,645700,-0.0910754504504504
"208","Brooklyn","Borough Park","11230",2010,27,227,628600,-0.115146396396396
"209","Brooklyn","Borough Park","11230",2011,27,277,653800,-0.0796734234234234
"210","Brooklyn","Borough Park","11230",2012,37,322,638800,-0.100788288288288
"211","Brooklyn","Borough Park","11230",2013,49,454,701500,-0.0125281531531531
"212","Brooklyn","Borough Park","11230",2014,49,538,768300,0.0815033783783783
"213","Brooklyn","Borough Park","11230",2015,64,651,856000,0.204954954954955
"214","Brooklyn","Borough Park","11230",2016,42,653,937700,0.319960585585586
"215","Brooklyn","Borough Park","11230",2017,32,703,983600,0.384572072072072
"216","Brooklyn","Canarsie and Flatlands","11234",2008,14,143,440100,-0.0630189482648499
"217","Brooklyn","Canarsie and Flatlands","11234",2009,7,145,413000,-0.120715350223547
"218","Brooklyn","Canarsie and Flatlands","11234",2010,14,160,406700,-0.134128166915052
"219","Brooklyn","Canarsie and Flatlands","11234",2011,12,197,407400,-0.132637853949329
"220","Brooklyn","Canarsie and Flatlands","11234",2012,16,223,420300,-0.105173515009581
"221","Brooklyn","Canarsie and Flatlands","11234",2013,14,253,434100,-0.0757930593996168
"222","Brooklyn","Canarsie and Flatlands","11234",2014,28,403,463700,-0.0127741111347669
"223","Brooklyn","Canarsie and Flatlands","11234",2015,42,439,500300,0.0651479667873109
"224","Brooklyn","Canarsie and Flatlands","11234",2016,39,450,526500,0.120928252075793
"225","Brooklyn","Canarsie and Flatlands","11234",2017,43,517,561900,0.196295507770918
"226","Brooklyn","Canarsie and Flatlands","11236",2008,8,96,388200,-0.0917173607861488
"227","Brooklyn","Canarsie and Flatlands","11236",2009,6,89,348900,-0.183668694431446
"228","Brooklyn","Canarsie and Flatlands","11236",2010,8,94,353600,-0.172671970051474
"229","Brooklyn","Canarsie and Flatlands","11236",2011,15,107,320000,-0.251286850725316
"230","Brooklyn","Canarsie and Flatlands","11236",2012,8,93,355400,-0.168460458586804
"231","Brooklyn","Canarsie and Flatlands","11236",2013,15,129,364900,-0.146233036967712
"232","Brooklyn","Canarsie and Flatlands","11236",2014,25,214,355900,-0.167290594291062
"233","Brooklyn","Canarsie and Flatlands","11236",2015,19,214,377000,-0.117922321010763
"234","Brooklyn","Canarsie and Flatlands","11236",2016,18,195,394800,-0.0762751520823585
"235","Brooklyn","Canarsie and Flatlands","11236",2017,11,216,434900,0.0175479644361254
"236","Brooklyn","Southern Brooklyn","11223",2008,12,133,543600,-0.0524664458776364
"237","Brooklyn","Southern Brooklyn","11223",2009,11,138,528900,-0.0780895938643891
"238","Brooklyn","Southern Brooklyn","11223",2010,16,179,572800,-0.00156876416245422
"239","Brooklyn","Southern Brooklyn","11223",2011,9,195,559500,-0.0247516123409447
"240","Brooklyn","Southern Brooklyn","11223",2012,20,242,577000,0.0057521352623322
"241","Brooklyn","Southern Brooklyn","11223",2013,25,304,634000,0.105107198884434
"242","Brooklyn","Southern Brooklyn","11223",2014,36,401,699400,0.219104061356109
"243","Brooklyn","Southern Brooklyn","11223",2015,32,452,802600,0.398989018650863
"244","Brooklyn","Southern Brooklyn","11223",2016,45,507,825300,0.438556736970542
"245","Brooklyn","Southern Brooklyn","11223",2017,33,585,853300,0.487362733135785
"246","Brooklyn","Southern Brooklyn","11224",2008,2,42,368000,-0.0429128738621587
"247","Brooklyn","Southern Brooklyn","11224",2009,1,40,356500,-0.0728218465539662
"248","Brooklyn","Southern Brooklyn","11224",2010,2,69,364100,-0.0530559167750325
"249","Brooklyn","Southern Brooklyn","11224",2011,7,72,361000,-0.0611183355006502
"250","Brooklyn","Southern Brooklyn","11224",2012,11,60,413300,0.0749024707412225
"251","Brooklyn","Southern Brooklyn","11224",2013,8,81,393900,0.02444733420026
"252","Brooklyn","Southern Brooklyn","11224",2014,14,151,392300,0.0202860858257476
"253","Brooklyn","Southern Brooklyn","11224",2015,7,128,438900,0.14148244473342
"254","Brooklyn","Southern Brooklyn","11224",2016,10,157,462200,0.202080624187256
"255","Brooklyn","Southern Brooklyn","11224",2017,9,200,499600,0.299349804941482
"256","Brooklyn","Southern Brooklyn","11229",2008,6,106,492600,-0.0377026763039656
"257","Brooklyn","Southern Brooklyn","11229",2009,16,123,483900,-0.0546981832389138
"258","Brooklyn","Southern Brooklyn","11229",2010,9,180,482300,-0.0578237937097089
"259","Brooklyn","Southern Brooklyn","11229",2011,17,173,478700,-0.0648564172689978
"260","Brooklyn","Southern Brooklyn","11229",2012,19,200,491600,-0.0396561828482126
"261","Brooklyn","Southern Brooklyn","11229",2013,21,276,527500,0.030474702090252
"262","Brooklyn","Southern Brooklyn","11229",2014,29,370,561600,0.0970892752490722
"263","Brooklyn","Southern Brooklyn","11229",2015,38,425,615400,0.202187927329557
"264","Brooklyn","Southern Brooklyn","11229",2016,33,497,672200,0.313147099042782
"265","Brooklyn","Southern Brooklyn","11229",2017,49,573,717900,0.402422348114866
"266","Brooklyn","Southern Brooklyn","11235",2008,24,204,501000,-0.0729089563286455
"267","Brooklyn","Southern Brooklyn","11235",2009,15,188,484300,-0.103811991117691
"268","Brooklyn","Southern Brooklyn","11235",2010,18,220,495500,-0.0830866025166543
"269","Brooklyn","Southern Brooklyn","11235",2011,15,261,498300,-0.0779052553663953
"270","Brooklyn","Southern Brooklyn","11235",2012,12,280,506100,-0.0634715025906736
"271","Brooklyn","Southern Brooklyn","11235",2013,30,420,539800,-0.00111028867505547
"272","Brooklyn","Southern Brooklyn","11235",2014,35,542,570400,0.0555144337527758
"273","Brooklyn","Southern Brooklyn","11235",2015,29,636,613600,0.135455218356773
"274","Brooklyn","Southern Brooklyn","11235",2016,46,737,648200,0.199481865284974
"275","Brooklyn","Southern Brooklyn","11235",2017,52,808,707900,0.309955588452998
"276","Brooklyn","Northwest Brooklyn","11205",2008,12,133,486300,0.0835561497326203
"277","Brooklyn","Northwest Brooklyn","11205",2009,10,106,471900,0.0514705882352942
"278","Brooklyn","Northwest Brooklyn","11205",2010,13,162,396800,-0.115864527629233
"279","Brooklyn","Northwest Brooklyn","11205",2011,14,158,440300,-0.0189393939393939
"280","Brooklyn","Northwest Brooklyn","11205",2012,34,236,486100,0.0831105169340463
"281","Brooklyn","Northwest Brooklyn","11205",2013,39,310,538300,0.199420677361854
"282","Brooklyn","Northwest Brooklyn","11205",2014,84,547,574700,0.280525846702317
"283","Brooklyn","Northwest Brooklyn","11205",2015,65,592,611000,0.361408199643494
"284","Brooklyn","Northwest Brooklyn","11205",2016,61,438,731900,0.630793226381462
"285","Brooklyn","Northwest Brooklyn","11205",2017,43,386,785100,0.749331550802139
"286","Brooklyn","Northwest Brooklyn","11215",2008,10,170,739000,0.013300425065131
"287","Brooklyn","Northwest Brooklyn","11215",2009,15,167,681900,-0.064993829699712
"288","Brooklyn","Northwest Brooklyn","11215",2010,23,155,666000,-0.0867955573837926
"289","Brooklyn","Northwest Brooklyn","11215",2011,11,181,710000,-0.0264637323460852
"290","Brooklyn","Northwest Brooklyn","11215",2012,25,219,737400,0.0111065405183053
"291","Brooklyn","Northwest Brooklyn","11215",2013,13,273,872000,0.195667078020019
"292","Brooklyn","Northwest Brooklyn","11215",2014,24,325,987100,0.353489647607295
"293","Brooklyn","Northwest Brooklyn","11215",2015,23,302,1120700,0.536679007267242
"294","Brooklyn","Northwest Brooklyn","11215",2016,25,314,1182700,0.621692033456739
"295","Brooklyn","Northwest Brooklyn","11215",2017,36,358,1250200,0.714246537775949
"296","Brooklyn","Northwest Brooklyn","11217",2008,11,107,761600,-0.0386266094420601
"297","Brooklyn","Northwest Brooklyn","11217",2009,11,92,725900,-0.0836909871244635
"298","Brooklyn","Northwest Brooklyn","11217",2010,19,112,691400,-0.127240595809139
"299","Brooklyn","Northwest Brooklyn","11217",2011,8,144,726800,-0.0825549103761677
"300","Brooklyn","Northwest Brooklyn","11217",2012,13,136,770300,-0.0276445342085332
"301","Brooklyn","Northwest Brooklyn","11217",2013,9,153,943700,0.191239585963141
"302","Brooklyn","Northwest Brooklyn","11217",2014,12,176,1056400,0.333501640999748
"303","Brooklyn","Northwest Brooklyn","11217",2015,14,213,1229800,0.552385761171421
"304","Brooklyn","Northwest Brooklyn","11217",2016,9,193,1287300,0.624968442312547
"305","Brooklyn","Northwest Brooklyn","11217",2017,15,205,1291500,0.630270133804595
"306","Brooklyn","Northwest Brooklyn","11231",2008,5,94,704200,-0.0630654603512507
"307","Brooklyn","Northwest Brooklyn","11231",2009,12,89,642900,-0.144624800425758
"308","Brooklyn","Northwest Brooklyn","11231",2010,4,124,667600,-0.111761575306014
"309","Brooklyn","Northwest Brooklyn","11231",2011,12,108,700900,-0.067456093666844
"310","Brooklyn","Northwest Brooklyn","11231",2012,9,142,742800,-0.0117083555082491
"311","Brooklyn","Northwest Brooklyn","11231",2013,10,162,852800,0.134646088344864
"312","Brooklyn","Northwest Brooklyn","11231",2014,19,213,958100,0.274747205960617
"313","Brooklyn","Northwest Brooklyn","11231",2015,15,217,1140400,0.51729643427355
"314","Brooklyn","Northwest Brooklyn","11231",2016,14,212,1233500,0.641165513571048
"315","Brooklyn","Northwest Brooklyn","11231",2017,17,213,1169100,0.555481639169771
"316","Brooklyn","Flatbush","11203",2008,5,61,403200,-0.0670985654789449
"317","Brooklyn","Flatbush","11203",2009,4,79,349200,-0.192040721888015
"318","Brooklyn","Flatbush","11203",2010,5,84,332900,-0.229754743174456
"319","Brooklyn","Flatbush","11203",2011,13,105,332200,-0.2313743637205
"320","Brooklyn","Flatbush","11203",2012,7,88,337900,-0.218186024988431
"321","Brooklyn","Flatbush","11203",2013,11,114,361100,-0.164507172605275
"322","Brooklyn","Flatbush","11203",2014,14,195,369000,-0.146228597871356
"323","Brooklyn","Flatbush","11203",2015,21,219,407800,-0.0564553447478019
"324","Brooklyn","Flatbush","11203",2016,16,204,440400,0.018972697825081
"325","Brooklyn","Flatbush","11203",2017,20,226,473800,0.0962517353077279
"326","Brooklyn","Flatbush","11210",2008,4,95,521400,-0.0919540229885057
"327","Brooklyn","Flatbush","11210",2009,7,113,485200,-0.154998258446534
"328","Brooklyn","Flatbush","11210",2010,21,191,443200,-0.228143504005573
"329","Brooklyn","Flatbush","11210",2011,9,145,521500,-0.0917798676419366
"330","Brooklyn","Flatbush","11210",2012,20,210,486300,-0.153082549634274
"331","Brooklyn","Flatbush","11210",2013,17,263,548600,-0.0445837687216998
"332","Brooklyn","Flatbush","11210",2014,24,309,618400,0.0769766631835598
"333","Brooklyn","Flatbush","11210",2015,27,339,659400,0.148380355276907
"334","Brooklyn","Flatbush","11210",2016,29,335,702100,0.22274468826193
"335","Brooklyn","Flatbush","11210",2017,27,398,797000,0.388018112156043
"336","Brooklyn","Flatbush","11225",2008,14,80,656400,-0.0723572639909553
"337","Brooklyn","Flatbush","11225",2009,4,71,587900,-0.169163369135105
"338","Brooklyn","Flatbush","11225",2010,8,76,493900,-0.302006783493499
"339","Brooklyn","Flatbush","11225",2011,2,79,572300,-0.191209723007349
"340","Brooklyn","Flatbush","11225",2012,3,110,684000,-0.033352176370831
